Business Licence Number,Business ID,Address,Business Licence Type,Type of Residence,Licenced Date,Licenced Expiry Date,Status Description,longitude,latitude,Point
BL283386,16524506,#2304 1010 6 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-10-02T07:37:14,2025-10-02T07:37:14,Licensed,-114.07616931957946,51.04345292035709,POINT (-114.07616931957946 51.04345292035709)
BL280388,16488645,32B LEGACY CR SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-07-08T07:48:35,2025-07-08T07:48:35,Licensed,-114.01548938349737,50.86161104131577,POINT (-114.01548938349737 50.86161104131577)
BL274466,16408999,#3207 655 CENTRE ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-10-26T13:34:40,2024-10-25T13:34:40,Expired,-114.06342685320469,51.046708098242604,POINT (-114.06342685320469 51.046708098242604)
BL239115,15963572,1421A 1 ST NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-11-20T09:36:52,2024-11-19T09:36:52,Expired - Pending Recommendation,,,
BL271441,16368110,688R SETON CI SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-07-26T14:43:25,2024-07-25T14:43:25,Expired,-113.95584640123901,50.86451738147899,POINT (-113.95584640123901 50.86451738147899)
BL276241,16436925,#105 4944 DALTON DR NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-01-02T14:47:10,2025-01-01T14:47:10,Licensed,-114.15424073074554,51.10212073855265,POINT (-114.15424073074554 51.10212073855265)
BL259075,16197808,#2 7417 21A ST SE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-08-17T15:14:46,2024-08-16T15:14:46,Expired,-114.00767625244985,50.98620203083914,POINT (-114.00767625244985 50.98620203083914)
BL281742,16504615,1814R 18A ST SW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-10-17T13:19:35,2025-10-17T13:19:35,Licensed,-114.10512696527866,51.03727531026221,POINT (-114.10512696527866 51.03727531026221)
BL277511,16452732,716 MAPLETON DR SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-03-14T08:27:44,2025-03-14T08:27:44,Licensed,-114.04608893854143,50.961663289998725,POINT (-114.04608893854143 50.961663289998725)
BL285804,16554289,93 PANORAMA HILLS GV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-11-07T08:08:34,2025-11-07T08:08:34,Licensed,-114.08398462407408,51.1467466827369,POINT (-114.08398462407408 51.1467466827369)
BL277381,16451247,181B HARVEST GOLD CI NE,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-02-22T11:03:33,2025-02-21T11:03:33,Licensed,-114.06488435019965,51.14410536536125,POINT (-114.06488435019965 51.14410536536125)
BL274960,16415556,10524 CITYSCAPE DR NE,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-11-09T15:31:29,2024-11-08T15:31:29,Expired,-113.96681155202914,51.14776294674304,POINT (-113.96681155202914 51.14776294674304)
BL270238,16350084,103 NOLANFIELD CR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-06-21T08:28:19,2024-06-20T08:28:19,Cancelled,-114.16297984116615,51.18044439109762,POINT (-114.16297984116615 51.18044439109762)
BL277023,16446908,#602 201 1 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-02-02T08:51:48,2025-02-01T08:51:48,Licensed,-114.06058298657571,51.05092404522115,POINT (-114.06058298657571 51.05092404522115)
BL275448,16421539,199 CORNERBROOK GA NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-11-26T22:55:27,2024-11-25T22:55:27,Licensed,-113.9340861081875,51.157712113252316,POINT (-113.9340861081875 51.157712113252316)
BL271022,16361180,#1B 2636 MORLEY TR NW,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-07-11T15:45:24,2024-07-10T15:45:24,Closed,-114.11005520299018,51.07678450127728,POINT (-114.11005520299018 51.07678450127728)
BL273889,16401044,51B LAVENDER MR SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-10-10T16:22:59,2024-10-09T16:22:59,Expired,-113.91301600576114,50.884073323381756,POINT (-113.91301600576114 50.884073323381756)
BL271900,16375354,#3V 503 6 ST NE,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-08-10T19:12:33,2024-08-09T19:12:33,Expired,-114.04861238841373,51.05641435477419,POINT (-114.04861238841373 51.05641435477419)
BL270612,16356024,#2 1839 26 AV SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-07-02T17:03:56,2024-07-01T17:03:56,Expired,-114.10426448077608,51.03020486892047,POINT (-114.10426448077608 51.03020486892047)
BL270341,16351504,#506 130 NEW BRIGHTON WY SE,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-06-23T18:04:53,2024-06-22T18:04:53,Closed,-113.9410406151681,50.91549130925664,POINT (-113.9410406151681 50.91549130925664)
BL247338,16073876,944 HARVEST HILLS DR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-08-09T19:15:44,2025-08-09T19:15:44,Licensed,-114.05076717005419,51.1442556743597,POINT (-114.05076717005419 51.1442556743597)
BL280793,16493520,260 DOVERTHORN CL SE,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-07-11T07:42:55,2025-07-11T07:42:55,Licensed,-113.99248638953551,51.02022039628793,POINT (-113.99248638953551 51.02022039628793)
BL272869,16386971,5448 BANNERMAN DR NW,SHORT TERM RENTAL - TIER TWO,Single/detached house,2023-12-14T12:42:28,2024-12-13T12:42:28,Cancelled,-114.1335076278504,51.103011538785154,POINT (-114.1335076278504 51.103011538785154)
BL286157,16558496,260 CARRINGSBY LD NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-11-14T16:58:43,2025-11-14T16:58:43,Licensed,-114.08864170968758,51.17778400404892,POINT (-114.08864170968758 51.17778400404892)
BL276157,16435943,#208 55 9A ST NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-12-28T12:01:51,2024-12-27T12:01:51,Licensed,-114.0395622044644,51.051096294769074,POINT (-114.0395622044644 51.051096294769074)
BL283609,16527392,112 CITYSPRING WY NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-10-18T09:40:44,2025-10-18T09:40:44,Licensed,-113.95519836005376,51.15164128452956,POINT (-113.95519836005376 51.15164128452956)
BL279421,16477143,169R EVANSCREEK CO NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-04-09T15:06:58,2025-04-09T15:06:58,Licensed,-114.12049930121302,51.167442550903495,POINT (-114.12049930121302 51.167442550903495)
BL284551,16539512,44B CARRINGHAM GA NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-10-17T13:17:11,2025-10-17T13:17:11,Licensed,-114.09160949790365,51.185663031117606,POINT (-114.09160949790365 51.185663031117606)
BL262190,16254872,#3301 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-12-05T11:55:30,2024-12-04T11:55:30,Licensed,-114.05531817790647,51.041672473051335,POINT (-114.05531817790647 51.041672473051335)
BL264091,16277253,1107 SETON CI SE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-01-20T12:08:44,2025-01-19T12:08:44,Licensed,-113.9590032963335,50.86995613047777,POINT (-113.9590032963335 50.86995613047777)
BL272746,16385882,1064B PANAMOUNT BV NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-09-06T15:23:34,2024-09-05T15:23:34,Expired,-114.09244639900638,51.161031842433054,POINT (-114.09244639900638 51.161031842433054)
BL275315,16419673,#4B 1313 20 AV NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-11-21T18:21:25,2024-11-20T18:21:25,Expired,-114.09071191047255,51.07037033522842,POINT (-114.09071191047255 51.07037033522842)
BL231748,15875982,1515 23 AV NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-02-05T09:41:38,2025-02-04T09:41:38,Licensed,-114.0956827141267,51.07304029391121,POINT (-114.0956827141267 51.07304029391121)
BL275648,16425084,#403 1029 15 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-12-05T12:13:40,2024-12-04T12:13:40,Licensed,-114.08602674985369,51.038886178475465,POINT (-114.08602674985369 51.038886178475465)
BL284200,16535031,236R CORNERSTONE GV NE,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-10-15T10:07:04,2025-10-15T10:07:04,Licensed,-113.93668877807303,51.1566146309839,POINT (-113.93668877807303 51.1566146309839)
BL277420,16451692,131 KINCORA HL NW,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-02-26T14:12:40,2025-02-25T14:12:40,Licensed,-114.1398580940615,51.1615094791087,POINT (-114.1398580940615 51.1615094791087)
BL259746,16204331,216 EVANSMEADE CM NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-09-10T11:44:23,2025-09-10T11:44:23,Licensed,-114.11124663172937,51.165782374171954,POINT (-114.11124663172937 51.165782374171954)
BL282731,16516031,1112R 105 AV SW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-10-21T08:21:52,2025-10-21T08:21:52,Licensed,-114.08669180936964,50.959113871040245,POINT (-114.08669180936964 50.959113871040245)
BL264614,16283442,#105 1337 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-01-31T14:15:08,2025-01-30T14:15:08,Licensed,-114.09382037496623,51.04112532534531,POINT (-114.09382037496623 51.04112532534531)
BL283351,16524027,#101 338 SETON CI SE,SHORT TERM RENTAL - TIER ONE,Townhouse,2024-10-09T12:35:24,2025-10-09T12:35:24,Licensed,-113.95545018458816,50.86916230561849,POINT (-113.95545018458816 50.86916230561849)
BL274942,16415333,658B CORNERSTONE AV NE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-11-09T11:35:42,2024-11-08T11:35:42,Rejected,-113.93105057352292,51.16150053141613,POINT (-113.93105057352292 51.16150053141613)
BL264578,16282790,36 SAGE BLUFF RD NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-01-30T20:07:14,2025-01-29T20:07:14,Licensed,-114.13636975918268,51.17819123515133,POINT (-114.13636975918268 51.17819123515133)
BL256529,16172553,3108B 20 ST SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2024-06-07T13:12:30,2025-06-07T13:12:30,Licensed,-114.1092744758553,51.026502631943444,POINT (-114.1092744758553 51.026502631943444)
BL286061,16557035,#707 1010 6 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-11-21T17:16:21,2025-11-21T17:16:21,Licensed,-114.07597205968055,51.04338436715616,POINT (-114.07597205968055 51.04338436715616)
BL276708,16442972,424 PENBROOKE CR SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-03-20T08:24:02,2025-03-20T08:24:02,Closed,-113.93742375022184,51.04725381087255,POINT (-113.93742375022184 51.04725381087255)
BL276246,16437089,#507 474 SETON CI SE,SHORT TERM RENTAL - TIER ONE,Townhouse,2024-01-05T09:40:24,2025-01-04T09:40:24,Closed,-113.95390072694012,50.86799601479961,POINT (-113.95390072694012 50.86799601479961)
BL281758,16504789,204 COVEPARK CL NE,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-09-27T07:36:48,2025-09-27T07:36:48,Licensed,-114.05669215931275,51.16393417566875,POINT (-114.05669215931275 51.16393417566875)
BL271180,16363392,160R LAKE BONAVISTA DR SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2024-07-16T14:06:33,2025-07-16T14:06:33,Licensed,-114.06538450782242,50.94337811235004,POINT (-114.06538450782242 50.94337811235004)
BL273110,16389546,206B CARRINGSBY WY NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-17T13:57:13,2024-09-16T13:57:13,Expired,-114.09173042878837,51.176981141445765,POINT (-114.09173042878837 51.176981141445765)
BL237608,15946304,140 LYNNVIEW RD SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-25T15:29:35,2024-09-24T15:29:35,Expired - Pending Recommendation,-114.02100266441497,50.996144453186275,POINT (-114.02100266441497 50.996144453186275)
BL250751,16112344,10703 ELBOW DR SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-12-06T15:43:49,2024-12-05T15:43:49,Licensed,-114.08500571813195,50.957703287376596,POINT (-114.08500571813195 50.957703287376596)
BL243487,16019143,46B GLACIER DR SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2024-04-09T19:39:52,2025-04-09T19:39:52,Licensed,-114.14497881248631,51.01051373824888,POINT (-114.14497881248631 51.01051373824888)
BL276276,16437428,#606 1010 6 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-03-05T08:49:59,2025-03-05T08:49:59,Licensed,-114.0759641490098,51.04344769600341,POINT (-114.0759641490098 51.04344769600341)
BL267882,16320608,438 SETON CI SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-04-12T20:46:19,2025-04-12T20:46:19,Licensed,-113.95428434631354,50.8682890421224,POINT (-113.95428434631354 50.8682890421224)
BL270823,16358673,731 1 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-07T00:05:34,2024-07-06T00:05:34,Expired,-114.078174690929,51.05653215195833,POINT (-114.078174690929 51.05653215195833)
BL272162,16378697,165 CARRINGSBY AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-19T11:31:05,2024-08-18T11:31:05,Expired,-114.08549613700174,51.17946253236749,POINT (-114.08549613700174 51.17946253236749)
BL263589,16271777,239 ARBOUR STONE RI NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-01-10T10:59:54,2025-01-09T10:59:54,Licensed,-114.21369103754142,51.135761750699345,POINT (-114.21369103754142 51.135761750699345)
BL273007,16388324,164 CALHOUN CR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-13T16:08:55,2024-09-12T16:08:55,Expired,-114.05380424273528,51.18882111256592,POINT (-114.05380424273528 51.18882111256592)
BL270257,16350431,293 PATTERSON BV SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-06-21T13:26:51,2024-06-20T13:26:51,Expired,-114.18626185360993,51.06772577642846,POINT (-114.18626185360993 51.06772577642846)
BL272879,16387078,416 19 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-11T05:49:31,2024-09-10T05:49:31,Expired,-114.06841822565286,51.06988762333568,POINT (-114.06841822565286 51.06988762333568)
BL231350,15871817,438 33 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-01-31T19:39:40,2025-01-30T19:39:40,Licensed,-114.070170447678,51.08258471355852,POINT (-114.070170447678 51.08258471355852)
BL271162,16363095,65G TRASIMENO CR SW,SHORT TERM RENTAL - TIER ONE,Coach/lane house,2024-07-16T09:13:11,2025-07-16T09:13:11,Licensed,-114.12573937047824,51.018650087769934,POINT (-114.12573937047824 51.018650087769934)
BL277235,16449076,327 LIVINGSTON VW NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-02-23T15:08:28,2025-02-22T15:08:28,Licensed,-114.07732396397641,51.189939713090645,POINT (-114.07732396397641 51.189939713090645)
BL277556,16453474,146 EDITH GR NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-02-27T07:49:27,2025-02-26T07:49:27,Licensed,-114.17137189408375,51.18835761995028,POINT (-114.17137189408375 51.18835761995028)
BL280606,16491227,139B LUCAS CL NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-08-06T08:24:59,2025-08-06T08:24:59,Licensed,-114.0800255680943,51.19177381502601,POINT (-114.0800255680943 51.19177381502601)
BL273588,16396947,149B AMBLETON DR NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-09-30T13:20:35,2024-09-29T13:20:35,Closed,-114.11238860591904,51.18589980586636,POINT (-114.11238860591904 51.18589980586636)
BL257444,16181372,#307 22 PANATELLA RD NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-06-30T09:54:57,2024-06-29T09:54:57,Cancelled,-114.08815179073794,51.165977585960384,POINT (-114.08815179073794 51.165977585960384)
BL274035,16403107,260R DOVERTHORN CL SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-10-13T14:54:32,2025-10-13T14:54:32,Licensed,-113.99242302756006,51.02026284189516,POINT (-113.99242302756006 51.02026284189516)
BL272209,16379174,250B LUCAS TC NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-08-21T14:09:28,2024-08-20T14:09:28,Expired - Pending Recommendation,-114.08028311841177,51.190333015891916,POINT (-114.08028311841177 51.190333015891916)
BL272535,16383283,4827 WAVERLEY DR SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-08-30T14:46:21,2024-08-29T14:46:21,Expired,-114.15704356515545,51.04971630055119,POINT (-114.15704356515545 51.04971630055119)
BL275006,16416125,#81 230 SETON PS SE,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-11-11T19:15:07,2024-11-10T19:15:07,Cancelled,-113.94608945663032,50.876524475891806,POINT (-113.94608945663032 50.876524475891806)
BL273837,16400277,120 SPRING CREEK CM SW,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-10-08T23:17:57,2024-10-07T23:17:57,Expired,-114.21028451518035,51.034493254695825,POINT (-114.21028451518035 51.034493254695825)
BL284618,16540353,177B KINCORA GLEN RI NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-11-13T13:56:13,2025-11-13T13:56:13,Licensed,-114.14095589750862,51.16297158049119,POINT (-114.14095589750862 51.16297158049119)
BL272277,16379950,148B HUNTSTROM DR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-08-21T19:49:15,2025-08-21T19:49:15,Licensed,-114.05332137089927,51.12364305754294,POINT (-114.05332137089927 51.12364305754294)
BL271502,16369068,59R SHAWNEE WY SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-28T10:32:51,2024-07-27T10:32:51,Closed,-114.090584555349,50.92215065686862,POINT (-114.090584555349 50.92215065686862)
BL264638,16283582,216B 8 ST NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-01-31T16:07:07,2025-01-30T16:07:07,Licensed,-114.04271909946523,51.0538877956732,POINT (-114.04271909946523 51.0538877956732)
BL276485,16439903,131R ARBOUR WOOD CL NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-01-16T11:44:06,2025-01-15T11:44:06,Licensed,-114.2049847046685,51.1297647683032,POINT (-114.2049847046685 51.1297647683032)
BL272918,16387540,131 VALLEY STREAM CI NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-11T16:32:25,2024-09-10T16:32:25,Expired,-114.26612751481055,51.0899109427951,POINT (-114.26612751481055 51.0899109427951)
BL260696,16224578,64R SAGE BLUFF HT NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-10-12T10:18:52,2025-10-12T10:18:52,Licensed,-114.13507798479284,51.178672334170265,POINT (-114.13507798479284 51.178672334170265)
BL270365,16352031,439B SKYVIEW SHORES MR NE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2024-06-24T16:31:55,2025-06-24T16:31:55,Licensed,-113.96810095348765,51.157379283054915,POINT (-113.96810095348765 51.157379283054915)
BL275391,16420556,#407 1500 7 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-11-23T18:42:41,2024-11-22T18:42:41,Expired,-114.07894005092814,51.03886056980904,POINT (-114.07894005092814 51.03886056980904)
BL264384,16280695,#1407 135 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-01-27T11:46:01,2025-01-26T11:46:01,Licensed,-114.06563938579622,51.04023088642062,POINT (-114.06563938579622 51.04023088642062)
BL270740,16357840,55 SANDERLING RI NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-05T14:33:03,2024-07-04T14:33:03,Expired,-114.08914210544705,51.13786347582369,POINT (-114.08914210544705 51.13786347582369)
BL274684,16411902,234 AVONBURN RD SE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-11-01T17:41:27,2024-10-31T17:41:27,Expired - Pending Recommendation,-114.06530031814758,50.977018099605644,POINT (-114.06530031814758 50.977018099605644)
BL275202,16418311,130 HIDDEN WY NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-11-17T13:12:01,2024-11-16T13:12:01,Expired,-114.12542101327972,51.14606805070746,POINT (-114.12542101327972 51.14606805070746)
BL260289,16209645,#9 540 21 AV SW,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-09-28T14:10:47,2024-09-27T14:10:47,Closed,-114.0735654365228,51.03442633269369,POINT (-114.0735654365228 51.03442633269369)
BL257754,16184301,201 CRANARCH PL SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-12T00:02:50,2024-07-11T00:02:50,Closed,-113.96917991959616,50.87571393949345,POINT (-113.96917991959616 50.87571393949345)
BL278777,16468936,4841B 1 ST NE,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-04-03T09:31:44,2025-04-03T09:31:44,Licensed,-114.06139708861326,51.095878793625765,POINT (-114.06139708861326 51.095878793625765)
BL247513,16076564,64 ARBOUR GLEN CL NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-16T21:58:41,2024-08-15T21:58:41,Cancelled,-114.19162558509589,51.13848746986493,POINT (-114.19162558509589 51.13848746986493)
BL275634,16424517,35 MILLSIDE RD SW,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2023-12-05T12:33:25,2024-12-04T12:33:25,Licensed,-114.07599024364818,50.91870689358064,POINT (-114.07599024364818 50.91870689358064)
BL268171,16324550,199B MAHOGANY PS SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2024-04-22T17:21:19,2025-04-22T17:21:19,Licensed,-113.9413120958125,50.888270077768404,POINT (-113.9413120958125 50.888270077768404)
